sample	strainID	genus	species	count
45CNC	HAMBI-1874	Sphingobacterium	multivorum	3
45CNC	HAMBI-1896	Sphingobacterium	spiritivorum	9892
45CNC	HAMBI-1923	Myroides	odoratus	3805
45CNC	HAMBI-1966	Chitinophaga	filiformis	0
45CNC	HAMBI-1972	Aeromonas	caviae	24418
45CNC	HAMBI-1988	Chitinophaga	sancti	3
45CNC	HAMBI-1992	Phyllobacterium	myrsinacearum	1336
45CNC	HAMBI-2159	Paraburkholderia	caryophylli	27
45CNC	HAMBI-2160	Bordetella	avium	540
45CNC	HAMBI-2164	Cupriavidus	necator	797
45CNC	HAMBI-2443	Paracoccus	denitrificans	1
45CNC	HAMBI-2467	Thermomonas	haemolytica	0
45CNC	HAMBI-2494	Paraburkholderia	kururiensis	179
45CNC	HAMBI-2659	Stenotrophomonas	maltophilia	2514
45CNC	HAMBI-2792	Moraxella	canis	16
45CNC	HAMBI-3031	Niabella	yanshanensis	943
45CNC	HAMBI-3172	Azospirillum	brasilense	152
45CNC	HAMBI-3237	Microvirga	lotononidis	0
45CNC	JE2571RP4	Escherichia	coli	5
45CNC	PsFluSBW25	Pseudomonas	fluorescens	305
45CYA	HAMBI-0097	Acinetobacter	lwoffii	0
45CYA	HAMBI-0105	Agrobacterium	tumefaciens	1548
45CYA	HAMBI-0216	Azorhizobium	caulinodans	8
45CYA	HAMBI-0262	Brevundimonas	bullata	0
45CYA	HAMBI-0403	Comamonas	testosteroni	99
45CYA	HAMBI-1279	Hafnia	alvei	6
45CYA	HAMBI-1287	Citrobacter	koseri	36139
45CYA	HAMBI-1292	Morganella	morganii	17
45CYA	HAMBI-1299	Kluyvera	intermedia	16
45CYA	HAMBI-1842	Sphingobium	yanoikuyae	0
45CYA	HAMBI-1874	Sphingobacterium	multivorum	1098
45CYA	HAMBI-1896	Sphingobacterium	spiritivorum	2783
45CYA	HAMBI-1923	Myroides	odoratus	1146
45CYA	HAMBI-1966	Chitinophaga	filiformis	0
45CYA	HAMBI-1972	Aeromonas	caviae	459
45CYA	HAMBI-1988	Chitinophaga	sancti	0
45CYA	HAMBI-1992	Phyllobacterium	myrsinacearum	471
45CYA	HAMBI-2159	Paraburkholderia	caryophylli	10
45CYA	HAMBI-2160	Bordetella	avium	143
45CYA	HAMBI-2164	Cupriavidus	necator	1384
45CYA	HAMBI-2443	Paracoccus	denitrificans	535
45CYA	HAMBI-2467	Thermomonas	haemolytica	0
45CYA	HAMBI-2494	Paraburkholderia	kururiensis	49
45CYA	HAMBI-2659	Stenotrophomonas	maltophilia	1724
45CYA	HAMBI-2792	Moraxella	canis	0
45CYA	HAMBI-3031	Niabella	yanshanensis	205
45CYA	HAMBI-3172	Azospirillum	brasilense	1143
45CYA	HAMBI-3237	Microvirga	lotononidis	15
45CYA	JE2571RP4	Escherichia	coli	0
45CYA	PsFluSBW25	Pseudomonas	fluorescens	90
45CYB	HAMBI-0097	Acinetobacter	lwoffii	0
45CYB	HAMBI-0105	Agrobacterium	tumefaciens	1480
45CYB	HAMBI-0216	Azorhizobium	caulinodans	7
45CYB	HAMBI-0262	Brevundimonas	bullata	0
45CYB	HAMBI-0403	Comamonas	testosteroni	286
45CYB	HAMBI-1279	Hafnia	alvei	0
45CYB	HAMBI-1287	Citrobacter	koseri	19087
45CYB	HAMBI-1292	Morganella	morganii	24
45CYB	HAMBI-1299	Kluyvera	intermedia	24
45CYB	HAMBI-1842	Sphingobium	yanoikuyae	0
45CYB	HAMBI-1874	Sphingobacterium	multivorum	448
45CYB	HAMBI-1896	Sphingobacterium	spiritivorum	1044
45CYB	HAMBI-1923	Myroides	odoratus	795
45CYB	HAMBI-1966	Chitinophaga	filiformis	0
45CYB	HAMBI-1972	Aeromonas	caviae	78
45CYB	HAMBI-1988	Chitinophaga	sancti	0
45CYB	HAMBI-1992	Phyllobacterium	myrsinacearum	465
45CYB	HAMBI-2159	Paraburkholderia	caryophylli	7
45CYB	HAMBI-2160	Bordetella	avium	173
45CYB	HAMBI-2164	Cupriavidus	necator	528
45CYB	HAMBI-2443	Paracoccus	denitrificans	258
45CYB	HAMBI-2467	Thermomonas	haemolytica	0
45CYB	HAMBI-2494	Paraburkholderia	kururiensis	95
45CYB	HAMBI-2659	Stenotrophomonas	maltophilia	2237
45CYB	HAMBI-2792	Moraxella	canis	0
45CYB	HAMBI-3031	Niabella	yanshanensis	69
45CYB	HAMBI-3172	Azospirillum	brasilense	100
45CYB	HAMBI-3237	Microvirga	lotononidis	37
45CYB	JE2571RP4	Escherichia	coli	0
45CYB	PsFluSBW25	Pseudomonas	fluorescens	80
45CYC	HAMBI-0097	Acinetobacter	lwoffii	0
45CYC	HAMBI-0105	Agrobacterium	tumefaciens	1255
45CYC	HAMBI-0216	Azorhizobium	caulinodans	43
45CYC	HAMBI-0262	Brevundimonas	bullata	0
45CYC	HAMBI-0403	Comamonas	testosteroni	183
45CYC	HAMBI-1279	Hafnia	alvei	1
45CYC	HAMBI-1287	Citrobacter	koseri	46129
45CYC	HAMBI-1292	Morganella	morganii	26
45CYC	HAMBI-1299	Kluyvera	intermedia	17
45CYC	HAMBI-1842	Sphingobium	yanoikuyae	0
45CYC	HAMBI-1874	Sphingobacterium	multivorum	1918
45CYC	HAMBI-1896	Sphingobacterium	spiritivorum	3716
45CYC	HAMBI-1923	Myroides	odoratus	1203
45CYC	HAMBI-1966	Chitinophaga	filiformis	0
45CYC	HAMBI-1972	Aeromonas	caviae	1181
45CYC	HAMBI-1988	Chitinophaga	sancti	0
45CYC	HAMBI-1992	Phyllobacterium	myrsinacearum	264
45CYC	HAMBI-2159	Paraburkholderia	caryophylli	6
45CYC	HAMBI-2160	Bordetella	avium	184
45CYC	HAMBI-2164	Cupriavidus	necator	770
45CYC	HAMBI-2443	Paracoccus	denitrificans	1266
45CYC	HAMBI-2467	Thermomonas	haemolytica	0
45CYC	HAMBI-2494	Paraburkholderia	kururiensis	19
45CYC	HAMBI-2659	Stenotrophomonas	maltophilia	2074
45CYC	HAMBI-2792	Moraxella	canis	0
45CYC	HAMBI-3031	Niabella	yanshanensis	133
45CYC	HAMBI-3172	Azospirillum	brasilense	86
45CYC	HAMBI-3237	Microvirga	lotononidis	14
45CYC	JE2571RP4	Escherichia	coli	0
45CYC	PsFluSBW25	Pseudomonas	fluorescens	30
